date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:56:53	232026/232026	---M--	200	added ('OK')	image/png	etag:%2265c335f6-38a5a%22	https://manta.network/assets/img/airdrop-banner.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/airdrop-banner.png	(from https://manta.network/assets/css/styles.css?v=1.1.4)
04:56:55	257181/257181	---M--	200	added ('OK')	image/png	etag:%2265c335f6-3ec9d%22	https://manta.network/assets/img/nft-airdrop.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/nft-airdrop.png	(from https://manta.network/assets/css/styles.css?v=1.1.4)
04:56:58	590929/590929	---M--	200	added ('OK')	image/png	etag:%2265c335f6-90451%22	https://manta.network/assets/img/banner.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/banner.png	(from https://manta.network/assets/css/styles.css?v=1.1.4)
04:57:12	603502/603502	---M--	200	added ('OK')	image/png	etag:%2265c335f6-9356e%22	https://manta.network/assets/img/nft-np.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/nft-np.png	(from https://manta.network/assets/css/styles.css?v=1.1.4)
04:57:14	119850/119850	---M-Z	200	added ('OK')	text/css	etag:W/%2265c335f6-1d42a%22	https://manta.network/assets/css/styles.css?v=1.1.5	C:/My%20Web%20Sites/tawio/manta.network/assets/css/stylesd38a.css	(from https://manta.network/ecosystem.html)
04:57:19	48441/48441	---M--	200	added ('OK')	image/png	etag:%2265c335f6-bd39%22	https://manta.network/assets/img/ecosystem-grants.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem-grants.png	(from https://manta.network/ecosystem.html)
04:57:20	11685/11685	---M--	200	added ('OK')	image/png	etag:%2265c335f6-2da5%22	https://manta.network/assets/img/ecosystem/logos/acala-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/acala-logo.png	(from https://manta.network/ecosystem.html)
04:57:20	1579/1579	---M--	200	added ('OK')	image/png	etag:%2265c335f6-62b%22	https://manta.network/assets/img/ecosystem/logos/aceleap-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/aceleap-logo.png	(from https://manta.network/ecosystem.html)
04:57:21	9619/9619	---M--	200	added ('OK')	image/jpeg	etag:%2265c335f6-2593%22	https://manta.network/assets/img/ecosystem/logos/alchemypay-logo.jpg	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/alchemypay-logo.jpg	(from https://manta.network/ecosystem.html)
04:57:21	1729/1729	---M--	200	added ('OK')	image/png	etag:%2265c335f6-6c1%22	https://manta.network/assets/img/ecosystem/logos/alliance-dao-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/alliance-dao-logo.png	(from https://manta.network/ecosystem.html)
04:57:22	20745/20745	---M--	200	added ('OK')	image/jpeg	etag:%2265c335f6-5109%22	https://manta.network/assets/img/ecosystem/logos/aperture-logo.jpg	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/aperture-logo.jpg	(from https://manta.network/ecosystem.html)
04:57:22	30811/30811	---M--	200	added ('OK')	image/png	etag:%2265c335f6-785b%22	https://manta.network/assets/img/ecosystem/logos/arbitrum-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/arbitrum-logo.png	(from https://manta.network/ecosystem.html)
04:57:23	8295/8295	---M--	200	added ('OK')	image/png	etag:%2265c335f6-2067%22	https://manta.network/assets/img/ecosystem/logos/asmatch-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/asmatch-logo.png	(from https://manta.network/ecosystem.html)
04:57:24	12995/12995	---M--	200	added ('OK')	image/jpeg	etag:%2265c335f6-32c3%22	https://manta.network/assets/img/ecosystem/logos/aspecta-logo.jpeg	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/aspecta-logo.jpg	(from https://manta.network/ecosystem.html)
04:57:24	3398/3398	---M--	200	added ('OK')	image/png	etag:%2265c335f6-d46%22	https://manta.network/assets/img/ecosystem/logos/beacon-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/beacon-logo.png	(from https://manta.network/ecosystem.html)
04:57:24	2471/2471	---M--	200	added ('OK')	image/png	etag:%2265c335f6-9a7%22	https://manta.network/assets/img/ecosystem/logos/berkeley-x-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/berkeley-x-logo.png	(from https://manta.network/ecosystem.html)
04:57:25	8207/8207	---M--	200	added ('OK')	image/png	etag:%2265c335f6-200f%22	https://manta.network/assets/img/ecosystem/logos/bifrost-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/bifrost-logo.png	(from https://manta.network/ecosystem.html)
04:57:25	1106127/1106127	---M--	200	added ('OK')	image/png	etag:%2265c335f6-10e0cf%22	https://manta.network/assets/img/build/build-cards-bg.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/build/build-cards-bg.png	(from https://manta.network/assets/css/styles.css?v=1.1.4)
04:57:25	3877/3877	---M--	200	added ('OK')	image/png	etag:%2265c335f6-f25%22	https://manta.network/assets/img/ecosystem/logos/binance-academy-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/binance-academy-logo.png	(from https://manta.network/ecosystem.html)
04:57:26	2564/2564	---M--	200	added ('OK')	image/png	etag:%2265c335f6-a04%22	https://manta.network/assets/img/ecosystem/logos/binance-labs-logo.png	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/binance-labs-logo.png	(from https://manta.network/ecosystem.html)
04:57:27	45555/45555	---M--	200	added ('OK')	image/jpeg	etag:%2265c335f6-b1f3%22	https://manta.network/assets/img/ecosystem/logos/bingo0x-logo.jpg	C:/My%20Web%20Sites/tawio/manta.network/assets/img/ecosystem/logos/bingo0x-logo.jpg	(from https://manta.network/ecosystem.html)
